Level	Reference	Former Reference (Dept)	Former Reference (PRO)	Title	Description	Covering Dates	Physical Description	Note	Separated Material	Related Material	Closure Status	Closure Type	Closure Code	Record Opening Date	ID
>>>>>> 	ADM 116/2431	Case No. 2901			Naval Forces (Pay and Maintenance Orders) Bill	1924-1932	 	Vol. 1			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671046
>>>>>> 	ADM 116/2432	Case No. 2901			Naval Forces (Pay and Maintenance Orders) Bill	1931-1933	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671038
>>>>>> 	ADM 116/2433	Case No. 3421			Claims for loss of service through negligence of third party	1924-1931	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671047
>>>>>> 	ADM 116/2434	Case No. 3481			Commutation of retired pay - effect of on Widows Pensions and Childrens allowances	1924-1933	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671048
>>>>>> 	ADM 116/2435	Case No. 3531			Central Store-Keeping - shortage of Supply ratings	1924-1929	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671049
>>>>>> 	ADM 116/2436	Case No. 3590			National Emergency - transport workers strike	1926	 	Vol. 1			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671050
>>>>>> 	ADM 116/2437	Case No. 3490			National Emergency - transport workers strike	1927	 	Vol. 3			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671051
>>>>>> 	ADM 116/2438	Case No. 3590			General Strike - use of submarines	1924-1926	 	Vol. 4			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671052
>>>>>> 	ADM 116/2439	Case No. 3590			General Strike - appreciation	1926-1927	 	Vol. 5			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671053
>>>>>> 	ADM 116/2440	Case No. 3634			H.M.S. ENCHANTRESS - care and maintenance	1924-1934	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671054
>>>>>> 	ADM 116/2441	Case No. 3670			Control of air photography. � Includes 1 photograph depicting: Photo-postcard of oblique aerial view of Deptford, London, including Evelyn Street, Cattle Market and Royal Victualling Yard. Dated [1925].	1924-1930	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671055
>>>>>> 	ADM 116/2442	Case No. 3688			Dominion personnel under instruction in R.N. establishments - fees	1924-1927	 	Vol. 1			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671056
>>>>>> 	ADM 116/2443	Case No. 3688			Dominion personnel under instruction in R.N. establishments - fees. Vol 2. Missing at transfer	.	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671057
>>>>>> 	ADM 116/2444	Case No. 3745			R.N. Hospital Portland - proposed closure etc.	1924-1934	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671058
>>>>>> 	ADM 116/2445	Case No. 4085			Call Signs and Confidential address groups	1924-1930	 	Vol. 1			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671059
>>>>>> 	ADM 116/2446	Case No. 4085			Call Signs and Confidential address groups	1929-1930	 	Vol. 2			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671060
>>>>>> 	ADM 116/2447	Case No. 4525			Allowances and stowage of Star Shells in Capital Ships and Cruisers	1924-1929	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671061
>>>>>> 	ADM 116/2448	Case No. 5234			Coast watching - Instructions for Signal Stations and Coastguard Stations in time of war	1924-1929	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671062
>>>>>> 	ADM 116/2449	Case No. 6290			'Attacks on ports' Committee	1924-1928	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671063
>>>>>> 	ADM 116/2450	Case No. 1459			Mediterranean Fleet - Spring and Summer cruises, 1926 - Report of proceedings	1925-1927	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671064
>>>>>> 	ADM 116/2451	Case No. 1469			'FISGARD' - Relief of congestion	1925-1929	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671065
>>>>>> 	ADM 116/2452	Case No. 1537			Advancement rosters and systems	1925-1927	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671066
>>>>>> 	ADM 116/2453	.			Admiralty papers Now in ADM 178/101	1925-1927	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671067
>>>>>> 	ADM 116/2454	Case No. 1554			General forms of commission for Officers, R.N.	1925-1928	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671068
>>>>>> 	ADM 116/2455	Case No. 1600			Shore courses for Officers and men - reductions etc.	1925-1927	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671069
>>>>>> 	ADM 116/2456	Case No. 1603			Co-ordination of scales of pay in the three services	1925-1927	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671070
>>>>>> 	ADM 116/2457	Case No. 1614			H.M.S. TIGER - Gunnery and Experimental School etc.	1925-1928	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671071
>>>>>> 	ADM 116/2458	Case No. 1621			Refits of H.M. Ships - lengthening of periods between	1925-1928	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671072
>>>>>> 	ADM 116/2459	Case No. 1680			British Naval Advisory Staff for Chilean Navy - books etc. required	1925-1928	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671073
>>>>>> 	ADM 116/2460	.			Admiralty papers Now in ADM 178/102	1925-1928	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671074
>>>>>> 	ADM 116/2461	Case No. 1737			Greek Battle Cruiser 'SALAMIS'	1925-1927	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671075
>>>>>> 	ADM 116/2462	Case No. 1747			Revision of educational courses for Officers and men	1925-1928	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671076
>>>>>> 	ADM 116/2463	Case No. 1757			Port of Plymouth- lighting and buoyage	1925-1928	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671077
>>>>>> 	ADM 116/2464	Case No. 1780			Assessment of damage due to Aircraft action in Staff Exercises and War Games	1925-1928	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671078
>>>>>> 	ADM 116/2465	Case No. 1785			Falkland Islands and Dependencies - claims by Argentine	1925-1928	 				Open Document, Open Description	Closed for 	50		C3671079
>>>>>> 	ADM 116/2466	Case No. 1802			U.S.A. Blockade - claims	1925-1927	 	Vol. 1			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671080
>>>>>> 	ADM 116/2467	Case No. 1802			U.S.A. Blockade - claims	1926-1927	 	Vol. 2			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671081
>>>>>> 	ADM 116/2468	Case No. 1817			Piracy in Hong Kong waters	1925-1928	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671082
>>>>>> 	ADM 116/2469	Case No. 1818			Position in China - reports of proceedings	1925-1929	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671083
>>>>>> 	ADM 116/2470	Case No. 1874			Arctic and Antarctic regions - extent of Territorial Waters etc.	1925-1928	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671084
>>>>>> 	ADM 116/2471	Case No. 1891			Senior Officers Technical Course	1925-1928	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671085
>>>>>> 	ADM 116/2472	Case No. 1894			Pembroke Dockyard - LEASE etc.	1925-1930	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671086
>>>>>> 	ADM 116/2473	Case No. 1903			Re-organisation of the Royal Indian Marine	1925-1928	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671087
>>>>>> 	ADM 116/2474	Case No. 1925			Red Sea slave traffic	1925-1929	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671088
>>>>>> 	ADM 116/2475	Case No. 1993			Air Raid precautions	1925-1929	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671089
>>>>>> 	ADM 116/2476	Case No. 2017			Shortage of Physical and Recreational Training Instructors	1925-1930	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671090
>>>>>> 	ADM 116/2477	Case No. 2030			Wei-Hai-Wei - conditions of Naval tenure	1925-1930	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671091
>>>>>> 	ADM 116/2478	Case No. 2272			Navy weeks at Home Ports	1925-1931	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671092
>>>>>> 	ADM 116/2479	Case No. 2273			Army and Air Force Acts, and Naval Discipline Act - proposed amendments	1925-1931	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671093
>>>>>> 	ADM 116/2480	Case No. 2312			Fleet Air Arm - Naval Courts of Enquiry	1925-1931	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671094
>>>>>> 	ADM 116/2481	Case No. 2395			Belligerent Rights Committee	1925-1929	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671095
>>>>>> 	ADM 116/2482	Case No. 2425			Chart Assistants at Chart Depots	1925-1931	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671096
>>>>>> 	ADM 116/2483	Case No. 2577			B.E.M. (Military) and M.S.M. - awards of	1925-1931	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671097
>>>>>> 	ADM 116/2484	Case No. 2690			Gibraltar - regulations for control of Admiralty waters	1925-1932	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671098
>>>>>> 	ADM 116/2485	Case No. 2742			Revision of pension scales for new entrants	1925-1930	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671099
>>>>>> 	ADM 116/2486	Case No. 2958			Committee on removal expenses	1925-1934	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671100
>>>>>> 	ADM 116/2487	Case No. 3526			Gibraltar - medical treatment for wives and families of R.N. and R.M. personnel	1925-1934	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671101
>>>>>> 	ADM 116/2488	Case No. 3551			Malayan R.N.V.R. - correspondence	1925-1930	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671102
>>>>>> 	ADM 116/2489	Case No. 3752			Signals between fishery protection vessels and fishing vessels in the North Sea	1925-1934	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671103
>>>>>> 	ADM 116/2490	Case No. 3916			Film 'The Flag Lieutenant' - Admiralty assistance	1925-1933	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671104
>>>>>> 	ADM 116/2491	Case No. 4701			Locally entered clerical and drawing office staff at Gibraltar and Malta	1925-1933	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671105
>>>>>> 	ADM 116/2492	Case No. 5592			Rates of pay, marriage, allowances etc. in the R.N.	1925-1929	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671106
>>>>>> 	ADM 116/2493	Case No. 11364			Defence of the Firth of Forth	1925-1932	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671107
>>>>>> 	ADM 116/2494	Case No. 13686			Arctic and Antarctic Regions	1925-1927	 				Open Document, Open Description	Closed for 	50		C3671108
>>>>>> 	ADM 116/2495	Case No. 1549			Visit of French Squadron to Portsmouth	1926-1927	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671109
>>>>>> 	ADM 116/2496	Case No. 1562			Formation of Local Division of R.N.R. at Hong Kong	1926-1930	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671110
>>>>>> 	ADM 116/2497	Case No. 1568			China - Wanhsien incident	1926-1927	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671111
>>>>>> 	ADM 116/2498	Case No. 1585			Future provision and training of gunnery ratings	1926-1927	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671112
>>>>>> 	ADM 116/2499	Case No. 1605			H.M.S. COLOMBO - Cruise to South America	1926-1927	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671113
>>>>>> 	ADM 116/2500	Case No. 1617			Yacht Clubs	.	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671114
>>>>>> 	ADM 116/2501	Case No. 1617			Yacht Clubs - warrants	1926-1929	 	Vol. 2			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671115
>>>>>> 	ADM 116/2502	Case No. 1620			Piracy in Chinese waters. � Includes 2 photographs depicting: Aerial views of landing parties attacking chinese pirate village: HMS Hermes and HMS Argus; aerial views of Cheung Pi, Wong Kung Ising and Fan Lo Kong. Dated 1927.	1926-1928	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671116
>>>>>> 	ADM 116/2503	Case No. 1628			North America and West Indies Station - reports of proceedings	1926-1927	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671117
>>>>>> 	ADM 116/2504	Case No. 1632			British Naval Mission to Greece	1926-1927	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671118
>>>>>> 	ADM 116/2505	Case No. 1644			Recreational facilities for the Fleets - home and abroad	1926-1928	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671119
>>>>>> 	ADM 116/2506	Case No. 1652			Armistice Day - H.M. Ships ceremonials	1926-1928	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671120
>>>>>> 	ADM 116/2507	Case No. 1657			East Indies Station - reports of proceedings	1926-1928	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671121
>>>>>> 	ADM 116/2508	Case No. 1690			America and West Indies Station - reports of proceedings	1926-1928	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671122
>>>>>> 	ADM 116/2509	Case No. 1691			China Station - reports of proceedings	1926-1928	 	Vol. 1			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671123
>>>>>> 	ADM 116/2510	Case No. 1691			China Station - reports of proceedings	1927-1928	 	Vol. 2			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671124
>>>>>> 	ADM 116/2511	Case No. 1693			China - Anti-British Boycott	1926-1928	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671125
>>>>>> 	ADM 116/2512	Case No. 1748			Writers and supply assistants - training arrangements	1926-1928	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671126
>>>>>> 	ADM 116/2513	Case No. 1779			Boy Telegraphists - training	1926-1929	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671127
>>>>>> 	ADM 116/2514	Case No. 1792			Salvage of sunken submarines	1926-1928	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671128
>>>>>> 	ADM 116/2515	Case No. 1806			League of Nations - private manufacture of arms	1926-1927	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671129
>>>>>> 	ADM 116/2516	Case No. 1809			Norris Committee on armament production and supply	1926-1928	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671130
>>>>>> 	ADM 116/2517	Case No. 1810			Co-operation between the three services	1926-1929	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671131
>>>>>> 	ADM 116/2518	Case No. 1850			Destroyer Policy Committee	1926-1928	 	Vol. 1			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671132
>>>>>> 	ADM 116/2519	Case No. 1850			Destroyer Policy Committee	1927-1929	 	Vol. 2			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671133
>>>>>> 	ADM 116/2520	Case No. 1864			Visit to Australia by the Duke and Duchess of York	1926-1927	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671134
>>>>>> 	ADM 116/2521	Case No. 1872			Petty Officers' courses	1926-1930	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671135
>>>>>> 	ADM 116/2522	Case No. 1904			Future submarines and submarine depot ships - provisions as to types to be built	1926-1929	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671136
>>>>>> 	ADM 116/2523	Case No. 1942			Norwegian Territorial waters - question of limits	1926-1928	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671137
>>>>>> 	ADM 116/2524	Case No. 2009			Oil pollution of navigable waters	1926-1930	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671138
>>>>>> 	ADM 116/2525	Case No. 2193			Irish Free State - resumption of visits by H.M. Ships	1926-1931	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671139
>>>>>> 	ADM 116/2526	Case No. 2223			Territorial Inlets - Australia	1926-1929	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671140
>>>>>> 	ADM 116/2527	Case No. 2323			China - protection of British life and property	1926-1931	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671141
>>>>>> 	ADM 116/2528	Case No. 2393			FISGARD - Transfer of Mechanical Training Establishment to Chatham	1926 - 1931	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671142
>>>>>> 	ADM 116/2555	Case No. 3694			Persian Gulf, Basidu and Henjam coal depots - British rights	1926-1928	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671169
>>>>>> 	ADM 116/2556	Case No. 3694			Admiralty Floating Dock No. IX - towage to Singapore	1926-1928	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671170
>>>>>> 	ADM 116/2557	Case No. 3890			Burmester Committee on recognition and identification signals	1926-1927	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671171
>>>>>> 	ADM 116/2558	Case No. 4948			Photography in the Fleet Air Arm. � Includes 2 photographs depicting: Prints of aerial view of Loch Eriboll taken using the F.24 camera, as supplied for Fleet Air Arm use. Dated 1933.	1926-1934	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671172
>>>>>> 	ADM 116/2559	Case No. 11263			Dependants' Pensions Committee	1926-1928	 	Vol. 1			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671173
>>>>>> 	ADM 116/2560	Case No. 11263			Dependants' Pensions Committee	1928-1929	 	Vol. 2			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671174
>>>>>> 	ADM 116/2561	Case No. 11263			Dependants' Pensions Committee	1929-1930	 	Vol. 3			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671175
>>>>>> 	ADM 116/2562	Case No. 11290			Income Tax - revision of procedure for assessment, Naval and Marine Officers, Ratings, and Admiralty Civil employees	1926-1932	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671176
>>>>>> 	ADM 116/2563	Case No. 1604			Musical salutes	1927	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671177
>>>>>> 	ADM 116/2564	Case No. 1619			British charts copied by the U.S.A.	1927-1928	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671178
>>>>>> 	ADM 116/2565	Case No. 1627			Training of Foreign Naval Officers ashore and afloat - Board policy	1927-1928	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671179
>>>>>> 	ADM 116/2566	Case No. 1647			Visit of Duke and Duchess of York to Australia and New Zealand	1927	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671180
>>>>>> 	ADM 116/2567	Case No. 1658			Canadian Government Naval Policy	1927-1928	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671181
>>>>>> 	ADM 116/2568	Case No. 1681			America and West Indies Station - suggestion for improvements of British trade with Foreign countries	1927-1928	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671182
>>>>>> 	ADM 116/2569A	Case No. 1743			Executive Petty Officers and Leading Ratings - question of improvement in standard	1927-1928	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671183
>>>>>> 	ADM 116/2569B	Case No. 1759			Henry Leigh Corslake prize	1927-1928	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671184
>>>>>> 	ADM 116/2570	Case No. 1811			Red Sea - questions of navigation lights on Islands and Lighthouses	1927-1929	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671185
>>>>>> 	ADM 116/2571	Case No. 1819			Shore courses for Officers R.N. and R.M. - reduction of time spent on	1927-1929	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671186
>>>>>> 	ADM 116/2572	Case No. 1843			Visit of King Amanullah to England	1927-1928	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671187
>>>>>> 	ADM 116/2573	Case No. 1849			Port Edgar Destroyer Base and R.N. Hospital South Queensferry - question of abolition	1927-1928	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671188
>>>>>> 	ADM 116/2574	Case No. 1932			Persian Gulf Affairs	1927-1928	 	Vol. 1			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671189
>>>>>> 	ADM 116/2575	Case No. 1932			Persian Gulf Affairs - General Treaty	1929	 	Vol. 2			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671190
>>>>>> 	ADM 116/2576	Case No. 1998			Visits by H.M. Ships to Foreign Ports	1927	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671191
>>>>>> 	ADM 116/2577	Case No. 2001			Board Committee on Admiralty Staffs	1927-1931	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671192
>>>>>> 	ADM 116/2578	Case No. 2029			League of Nations - limitation of Naval armament	1927-1928	 	Vol. 1			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671193
>>>>>> 	ADM 116/2579	Case No. 2029			League of Nations - limitation of Naval armament	1928	 	Vol. 2			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671194
>>>>>> 	ADM 116/2580	Case No. 2029			League of Nations - limitation of Naval armament	1928-1929	 	Vol. 3			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671195
>>>>>> 	ADM 116/2581	Case No. 2052			Singapore Naval Base - Defence	1927-1930	 	Vol. 1			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671196
>>>>>> 	ADM 116/2582	Case No. 2052 Vol II			Construction of Singapore Naval Base: financial contribution from the Federated Malay States	1926-1931	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3998927
>>>>>> 	ADM 116/2583	Case No. 2106			Persian Gulf - Basidu	1927-1928	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671198
>>>>>> 	ADM 116/2584	Case No. 2190			China - Control of troop movements	1927-1930	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671199
>>>>>> 	ADM 116/2585	Case No. 2304			Attacks on Merchant vessels in convoy - International Law Committee (1927)	1927-1928	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671197
>>>>>> 	ADM 116/2586	Case No. 2308			Naval control of Mercantile Marine in time of war	1927-1929	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671200
>>>>>> 	ADM 116/2587	Case No. 2310			Scottish National War National	1927-1931	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671201
>>>>>> 	ADM 116/2588	Case No. 2328			Lighting and buoying of the Persian Gulf	1927-1931	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671202
>>>>>> 	ADM 116/2589	Case No. 2464			Turkish claims against Armstrong Whitworth and Vickers	1927-1930	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671203
>>>>>> 	ADM 116/2590	Case No. 2478			Warrant Officer Branches - scheme of accelerated promotion	1927-1931	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671204
>>>>>> 	ADM 116/2591	Case No. 2576			Air defence - Intelligence system	1927-1931	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671205
>>>>>> 	ADM 116/2592	Case No. 2590			S.S. 'KIAWO' - Yangtse	1927-1929	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671206
>>>>>> 	ADM 116/2593	Case No. 2803			Hilton Committee on the financial system of H.M. Dockyards	1927-1928	 	Vol. 1			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671207
>>>>>> 	ADM 116/2594	Case No. 2803			Hilton Committee on the financial system of H.M. Dockyards	1928-1929	 	Vol. 2			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671208
>>>>>> 	ADM 116/2595	Case No. 2906			Representation of the People Act	1927-1933	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671209
>>>>>> 	ADM 116/2596	Case No. 2918			Royal Indian Navy and Marine recruitment, training, pay etc.	1927-1933	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671210
>>>>>> 	ADM 116/2597	Case No. 2971			Bermuda - damage by hurricanes	1927-1928	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671211
>>>>>> 	ADM 116/2598	Case No. 3500			League of Nations - Disarmament Commission	1927-1929	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671212
>>>>>> 	ADM 116/2599	Case No. 3520			Admiralty Chart Depot, Cricklewood - Unified control, organisation and staffing	1927-1931	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671213
>>>>>> 	ADM 116/2600	Case No. 3535			Dual nationality	1927-1933	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671214
>>>>>> 	ADM 116/2601	Case No. 4910			Emergency Compensation Committee	1927-1929	 	Vol. 1			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671215
>>>>>> 	ADM 116/2602	Case No. 4910			Emergency Compensation Committee	1927-1929	 	Vol. 2			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671216
>>>>>> 	ADM 116/2603	Case No. 4910			Emergency Compensation Committee	1927-1929	 	Vol. 3			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671217
>>>>>> 	ADM 116/2604	Case No. 4910			Emergency Compensation Committee	1927-1929	 	Vol. 4			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671218
>>>>>> 	ADM 116/2605	Case No. 4910			Emergency Compensation Committee	1929-1930	 	Vol. 5			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671219
>>>>>> 	ADM 116/2606	Case No. 5743			Naval Construction programmes	1927-1934	 	Vol. 1			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671220
>>>>>> 	ADM 116/2607	Case No. 5743			Naval Construction programmes	1927-1934	 	Vol. 2			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671221
>>>>>> 	ADM 116/2608	Case No. 6317			H.M. Dockyards abroad - leave and sick leave	1927-1931	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671222
>>>>>> 	ADM 116/2609	Case No. 10590			Reduction and Limitation of Armaments	1927	 	Vol. 1			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671223
>>>>>> 	ADM 116/2610	Case No. 10590			Reduction and Limitation of Armaments - Imperial Defence	1929-1931	 	Vol. 2			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671224
>>>>>> 	ADM 116/2611	Case No. 10590			Reduction and Limitations of Armaments - Imperial Defence	1931	 	Vol. 3			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671225
>>>>>> 	ADM 116/2612	Case No. 10590			Reduction and Limitations of Armaments - Budgetary Limitations	1930	 	Vol. 4			Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671226
>>>>>> 	ADM 116/2613A	Case No. 10594			Committee on Operation of Dominion Legislation	1927-1929	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671227
>>>>>> 	ADM 116/2613B	Case No. 11468			HOLBROOK - Contract for Royal Hospital School	1927-1933	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671228
>>>>>> 	ADM 116/2614	Case No. 1586			HMS ROYAL OAK Incident - Court of Enquiry and Court Martial. Now in ADM 156/97	1928	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671229
>>>>>> 	ADM 116/2615	Case No. 1650			S.S. 'JERVIS BAY' - question of stowaways	1928	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3671230
