Level	Reference	Former Reference (Dept)	Former Reference (PRO)	Title	Description	Covering Dates	Physical Description	Note	Separated Material	Related Material	Closure Status	Closure Type	Closure Code	Record Opening Date	ID
>>>>>> 	LAB 19/905	1/YE 428/1971			78th meeting: minutes and papers	1971 Jan 01-1971 Dec 31	 				Open Document, Open Description	Open Immediately			C6104012
>>>>>  				Working Party on Job Opportunities Below Craft Level			 								C147617
>>>>>> 	LAB 19/919	1/YE265/1973			Evidence from Industrial Training Boards	1973 Jan 01-1973 Dec 31	 				Open Document, Open Description	Open on Transfer			C10881610
>>>>>> 	LAB 19/903	1/YE 396/1971			89th meeting: minutes and papers	1971 Jan 01-1971 Dec 31	 				Open Document, Open Description	Open Immediately			C6104010
>>>>>> 	LAB 19/904	1/YE 427/1971			90th meeting: minutes and papers	1971 Jan 01-1972 Dec 31	 				Open Document, Open Description	Open Immediately			C6104011
>>>>>> 	LAB 19/912	1/YE257/1972			Working Party on Job Opportunities below Craft Level: draft reports, working papers and correspondence	1972 Jan 01-1973 Dec 31	 				Open Document, Open Description	Open on Transfer			C10814359
>>>>>> 	LAB 19/913	1/YE296/1972			Training for the Future: meeting to discuss consultative document on industrial training; notes and papers	1972 Jan 01-1972 Dec 31	 				Open Document, Open Description	Open on Transfer			C10814360
>>>>>> 	LAB 19/914	1/YE432/1972			Working Party on Job Opportunities below Craft Level: overseas evidence and submissions of information	1972 Jan 01-1973 Dec 31	 				Open Document, Open Description	Open on Transfer			C10814361
>>>>>> 	LAB 19/915	1/YE435/1972			Working Party on Job Opportunities below Craft Level: investigation of unemployed and vacancy registers in a sample of careers offices	1972 Jan 01-1972 Dec 31	 				Open Document, Open Description	Open on Transfer			C10814362
>>>>>> 	LAB 19/916	1/YE438/1972			Working Party on Job Opportunities below Craft Level: proposed interview survey of employers and employers associations	1972 Jan 01-1973 Dec 31	 				Open Document, Open Description	Open on Transfer			C10814363
>>>>>> 	LAB 19/920	1/YE286/1973			95th meeting: agenda, minutes and papers	1973 Jan 01-1973 Dec 31	 				Open Document, Open Description	Open on Transfer			C10881607
>>>>>> 	LAB 19/922	1/YE353/1973			96th meeting: agenda, minutes and papers	1973 Jan 01-1973 Dec 31	 				Open Document, Open Description	Open on Transfer			C10881608
>>>>>> 	LAB 19/925	1/YE440/1973			Sub-Committee on Future Advisory Machinery: recommendations to the Secretary of State for a successor body to the Council	1973 Jan 01-1975 Dec 31	 				Open Document, Open Description	Open on Transfer			C10881609
>>>>   				Careers Services of Education Authorities			 								C86379
>>>>>> 	LAB 19/921	1/YE347/1973			Introduction of a mandatory qualification	1973 Jan 01-1978 Dec 31	 				Open Document, Open Description	Open on Transfer			C10881611
>>>>>> 	LAB 19/923	1/YE358/1973			Local Careers Services Advisory Committees: central and regional control	1972 Jan 01-1976 Dec 31	 				Open Document, Open Description	Open on Transfer			C10881612
>>>>   				Careers Service			 								C86380
>>>>>  				Service Childrens' Education Authority			 								C147618
>>>>>> 	LAB 19/927	2/YE107/1973			Correspondence with Ministry of Defence	1973 Jan 01-1975 Oct 31	 				Open Document, Open Description	Open on Transfer			C10881613
>>>>>> 	LAB 19/38	J.V.161/1941			Stockport	1935-1936	 				Open Document, Open Description	Open Immediately			C2014054
>>>>>> 	LAB 19/39	E.T.J.1770/2/1937			Juvenile Advisory Committees: Areas covered by - Solicitor's opinion	1938	 				Open Document, Open Description	Open Immediately			C2014055
>>>>>> 	LAB 19/40	E.T.J.1119/1937			Supervision and control of Choice of Employment Schemes of Local Education Authorities	1936-1946	 				Open Document, Open Description	Open Immediately			C2014056
>>>>>> 	LAB 19/41	E.T.J.1233/1935 Part I			Registration of Juvenile applicants in England and Wales - Policy note	1919-1935	 				Open Document, Open Description	Open Immediately			C2014057
>>>>>> 	LAB 19/44	J.V.208/41			Juvenile Transference Scheme - reception arrangements	1940-1941	 				Open Document, Open Description	Open Immediately			C2014060
>>>>>> 	LAB 19/45	J.V.651/41			Juveniles - policy	1941	 				Open Document, Open Description	Open Immediately			C2014061
>>>>>> 	LAB 19/46	J.V.180/5/42			Juveniles - excessive hours	1942	 				Open Document, Open Description	Open Immediately			C2014062
>>>>>> 	LAB 19/47	J.V.371/42			Juvenile labour in the Coal Mining Industry	1942	 				Open Document, Open Description	Open Immediately			C2014063
>>>>>> 	LAB 19/48	J.V.437/42			Recruitment of Boys to the Mining Industry	1942	 				Open Document, Open Description	Open Immediately			C2014064
>>>>>> 	LAB 19/49	J.V.1049/42			Technical and Vocational Education and Apprenticeship - Questionnaire	1938-1942	 				Open Document, Open Description	Open Immediately			C2014065
>>>>>> 	LAB 19/51	J.V.1057/42			Vickers Armstrong Ltd. - Engineering and Apprenticeship Scheme	1942	 				Open Document, Open Description	Open Immediately			C2014067
>>>>>> 	LAB 19/52	J.V.1081/42			The British Thompson - Houston (Rugby) Co. Ltd. - Apprentices	1942	 				Open Document, Open Description	Open Immediately			C2014068
>>>>>> 	LAB 19/53	J.V.891/2/43			Recruitment of Public and Secondary School Boys for Coalmining	1943	 				Open Document, Open Description	Open Immediately			C2014069
>>>>>> 	LAB 19/54	J.V.542/52			Headmasters Employment Committee - History	1952	 				Open Document, Open Description	Open Immediately			C2014070
>>>>>> 	LAB 19/55	J.V.483/1956			Conferences with Regional Representatives	1956-1957	 				Open Document, Open Description	Open Immediately			C2014071
>>>>>> 	LAB 19/56	JV/357/1953			Formation, constitution and chairmanship of Taunton and District Youth Employment Council.	1918-1954	 				Open Document, Open Description	Open Immediately			C2014072
>>>>>> 	LAB 19/57	JV/376/1953			Formation, constitution and chairmanship of Stamford and District Youth Employment Council.	1919-1956	 				Open Document, Open Description	Open Immediately			C2014073
>>>>>> 	LAB 19/58	JV/241/2/1941			Function and terms of reference of the National Advisory Council [for Juvenile Employment]	1929-1938	 				Open Document, Open Description	Open Immediately			C2014074
>>>>>> 	LAB 19/59	JV/359/1948. Pt.1.			Continuation of grants for the After-Care Association for physically defective children.	1929-1939	 				Open Document, Open Description	Open Immediately			C2014075
>>>>>> 	LAB 19/60	ETJ/116/1935			Junior Instruction Centres in the cotton areas.	1930-1934	 				Open Document, Open Description	Open Immediately			C2014076
>>>>>> 	LAB 19/61	JV/560/1947. Pt.2.			General administration of the Newcastle-upon-Tyne Local Education Authority.	1932-1938	 				Open Document, Open Description	Open Immediately			C2014077
>>>>>> 	LAB 19/62	JV/267/1953			Formation, constitution and chairmanship of the Ipswich Youth Employment Council.	1932-1969	 				Open Document, Open Description	Normal Closure before FOI Act: 	30	01/01/2000	C2014078
>>>>>> 	LAB 19/63	ETJ/155/1939. Pt.1.			Transference of juveniles from depressed areas.	1934-1939	 				Open Document, Open Description	Open Immediately			C2014079
>>>>>> 	LAB 19/64	ETJ/1175/1935			Submission and approval in respect of Junior Instruction Centres and classes.	1935	 				Open Document, Open Description	Open Immediately			C2014080
>>>>>> 	LAB 19/65	ETJ/260/485/1935			Proposed prosecution by Gloucester Local Education Authority of Nellie Irene Gage for non-attendance of authorised course of instruction	1935-1936	 				Open Document, Open Description	Open Immediately			C2014081
>>>>>> 	LAB 19/66	ETJ/308/1935			Establishment and conduct of courses of instruction for unemployed girls and boys. General file.	1935-1936	 				Open Document, Open Description	Open Immediately			C2014082
>>>>>> 	LAB 19/67	ETJ/390/1935			Procedure for institution of proceeding by local authorities for enforcement of attendance at courses of instruction.	1935-1936	 				Open Document, Open Description	Open Immediately			C2014083
>>>>>> 	LAB 19/68	ETJ/660/1935			Residential domestic training scheme for boys at Llanfrechfa Grange, Monmouthshire.	1935-1936	 				Open Document, Open Description	Open Immediately			C2014084
>>>>>> 	LAB 19/69	ETJ/710/7/1935			Co-operation with National Council of Girls Clubs on after-care of trainees.	1935-1936	 				Open Document, Open Description	Open Immediately			C2014085
>>>>>> 	LAB 19/70	ETJ/823/1935			Authorised Courses of Instruction for unemployed juveniles in Scotland.	1935-1936	 				Open Document, Open Description	Open Immediately			C2014086
>>>>>> 	LAB 19/71	ETJ/1616/1935			Local Education Authorities exercising choice of employment powers.	1935-1936	 				Open Document, Open Description	Open Immediately			C2014087
>>>>>> 	LAB 19/72	ETJ/1662/1935			Provision of instruction for unemployed juveniles.	1935-1936	 				Open Document, Open Description	Open Immediately			C2014088
>>>>>> 	LAB 19/73	JV/1091/1943			Report on co-operation with school medical officers on vocational training.	1935-1945	 				Open Document, Open Description	Open Immediately			C2014089
>>>>>> 	LAB 19/74	JV/562/1947			Oldham Local Education Authority proposals for the exercise of choice of employment powers.	1935-1947	 				Open Document, Open Description	Open Immediately			C2014090
>>>>>> 	LAB 19/75	JV/484/1943			Formation and chairmanship of Cannock and Hednesford Joint Youth Employment Council	1935-1951	 				Open Document, Open Description	Open Immediately			C2014091
>>>>>> 	LAB 19/76	ETJ/382/1936			Administration of unemployment insurance for agriculture by Local Education Authorities.	1936	 				Open Document, Open Description	Open Immediately			C2014092
>>>>>> 	LAB 19/77	ETJ/1805/1936			Juvenile Transference Scheme: arrangements in special areas.	1936-1937	 				Open Document, Open Description	Open Immediately			C2014093
>>>>>> 	LAB 19/78	JV/261/1946			Formation, constitution and chairmanship of Headmasters' Employment Committee.	1936-1945	 				Open Document, Open Description	Open Immediately			C2014094
>>>>>> 	LAB 19/79	JV/125/6/1936			Draft report of committee on authorised courses of instruction for unemployed boys and girls.	1937	 				Open Document, Open Description	Open Immediately			C2014095
>>>>>> 	LAB 19/80	ETJ/155/1939			Co-operation with Unemployment Assistance Boards in transference of juveniles from depressed areas.	1939-1940	 				Open Document, Open Description	Open Immediately			C2014096
>>>>>> 	LAB 19/81	ETJ/1066/3/1939			Juvenile Transference Scheme: changes in policy and procedure during war time.	1939-1940	 				Open Document, Open Description	Open Immediately			C2014097
>>>>>> 	LAB 19/82	ETJ/120/2/1940			Divisional Controllers' reports on Joint Industrial Council and classes, juvenile transference, vocational guidance, and evacuation of school children.	1939-1940	 				Open Document, Open Description	Open Immediately			C2014098
>>>>>> 	LAB 19/83	JV/1237/1943			Continuance and extension of Y.M.C.A. Farm Training Scheme since commencement of war.	1939-1944	 				Open Document, Open Description	Open Immediately			C2014099
>>>>>> 	LAB 19/84	ETJ/201/1940			Junior Instruction Centres and Junior Transference Scheme: chapter for Ministry of Labour Annual Report.	1940	 				Open Document, Open Description	Open Immediately			C2014100
>>>>>> 	LAB 19/85	ETJ/527/1940			Note from the Labour Supply Board about arrangements for placing young persons in work.	1940	 				Open Document, Open Description	Open Immediately			C2014101
>>>>>> 	LAB 19/86	JV/350/1942			Sir Wm. Beveridge's scheme for organising youth labour for employment during the war.	1940	 				Open Document, Open Description	Open Immediately			C2014102
>>>>>> 	LAB 19/87	JV/566/1943, Pt.1.			Ministry of Agriculture scheme for training town boys as farm workers.	1940	 				Open Document, Open Description	Open Immediately			C2014103
>>>>>> 	LAB 19/88	ETJ/220/1940			War Diary. Juvenile Branch.	1940-1941	 				Open Document, Open Description	Open Immediately			C2014104
>>>>>> 	LAB 19/89	ETJ/539/1940			Relationship of work of Juvenile Branch to other departments.	1940-1941	 				Open Document, Open Description	Open Immediately			C2014105
>>>>>> 	LAB 19/90	ETJ/646/2/1940			Emergency payment to juveniles transferred to other districts on work of national importance.	1940-1942	 				Open Document, Open Description	Open Immediately			C2014106
>>>>>> 	LAB 19/91	JV/359/1948, Pt.2.			Inspection reports on aftercare of physically defective children.	1940-1945	 				Open Document, Open Description	Open Immediately			C2014107
>>>>>> 	LAB 19/92	ETJ/815/1940			Local Education Authorities choice of employment and administration of unemployment insurance.	1940-1946	 				Open Document, Open Description	Open Immediately			C2014108
>>>>>> 	LAB 19/93	JV/566/1943, Pt.2			Ministry of Agriculture scheme for training town boys as farm workers.	1940-1947	 				Open Document, Open Description	Open Immediately			C2014109
>>>>>> 	LAB 19/94	JV/833/1941			Government's recognition of the proposed scheme for the formation of a Mechanised Transport Corps for girls under 18.	1941	 				Open Document, Open Description	Open Immediately			C2014110
>>>>>> 	LAB 19/95	JV/255/2/1941			Recruitment of juveniles for the coal mining industry.	1941-1942	 				Open Document, Open Description	Open Immediately			C2014111
>>>>>> 	LAB 19/96	JV/676/1941			Report on vocational guidance prepared by the secretary of the Advisory Council for Technical Educatiin in South Wales.	1941-1942	 				Open Document, Open Description	Open Immediately			C2014112
>>>>>> 	LAB 19/97	JV/709/2/1941			Note on schemes and methods of juvenile entry into employment in connection with post-war development.	1941-1942	 				Open Document, Open Description	Open Immediately			C2014113
>>>>>> 	LAB 19/98	JV/660/1942			Conference on juvenile delinquency.	1941-1942	 				Open Document, Open Description	Open Immediately			C2014114
>>>>>> 	LAB 19/99	JV/745/1943			Setting up of Youth Advisory Council of development and improvement of youth service. Minutes and agendas.	1941-1943	 				Open Document, Open Description	Open Immediately			C2014115
>>>>>> 	LAB 19/100	JV/101/1942			Registration of Boys and Girls Order. General papers.	1941-1944	 				Open Document, Open Description	Open Immediately			C2014116
>>>>>> 	LAB 19/101	JV/789/1943			High rates of wages paid to juveniles in the building and civil engineering industries.	1941-1944	 				Open Document, Open Description	Open Immediately			C2014117
>>>>>> 	LAB 19/102	JV/178/6/1943			Registration of Boys and Girls Order: approved schools, borstals, remand homes and prisons.	1941-1945	 				Open Document, Open Description	Open Immediately			C2014118
>>>>>> 	LAB 19/103	JV/1013/1943			Formation of the Foster Committee on recruitment of juveniles for coal mining industry. Misplaced while on loan to government department	1942	 				Open Document, Open Description	Open Immediately			C2014119
>>>>>> 	LAB 19/104	JV/671/1943			Suggested part-time employment on National Service of school-boys between 16 and 18 years.	1942	 				Open Document, Open Description	Open Immediately			C2014120
>>>>>> 	LAB 19/105	JV/106/31/1942, Pt.1.			Recruitment and training of young persons for engineering industry.	1942-1945	 				Open Document, Open Description	Open Immediately			C2014121
>>>>>> 	LAB 19/106	JV/170/1955			Appointment of sub-committee, (minutes of meetings and report) on post-war apprenticeship and technical education.	1942-1945	 				Open Document, Open Description	Open Immediately			C2014122
>>>>>> 	LAB 19/107	JV/957/1944			Formation, constitution and chairmanship of Barnet and District	1942-1950	 				Open Document, Open Description	Open Immediately			C2014123
>>>>>> 	LAB 19/108	JV/507/1955			Placing and after-care of young people discharged from approved schools.	1942-1958	 				Open Document, Open Description	Open Immediately			C2014124
>>>>>> 	LAB 19/109	JV/654/1943			Exclusion of jeveniles from the scope of the Essential Work Order.	1943	 				Open Document, Open Description	Open Immediately			C2014125
>>>>>> 	LAB 19/110	JV/1080/1943			Discussion with Railway Executive Committee on employment of jeveniles on railways.	1943-1944	 				Open Document, Open Description	Open Immediately			C2014126
>>>>>> 	LAB 19/111	JV/231/1944. Pt.1.			Administration matters and instructions on Registration of Boys and Girls Order.	1943-1944	 				Open Document, Open Description	Open Immediately			C2014127
>>>>>> 	LAB 19/112	JV/294/1944			Report after discussions between Ministry of Labour, Ministry of Education, and Scottish Education Department on the Juvenile Employment Service.	1943-1944	 				Open Document, Open Description	Open Immediately			C2014128
>>>>>> 	LAB 19/113	JV/1035/1944			Educational and recreational needs of young persons in the coalmining industry.	1943-1944	 				Open Document, Open Description	Open Immediately			C2014129
>>>>>> 	LAB 19/114	JV/127/1951. Pt.1.			Medical examination, rates of pay, allowances and training of jeveniles who volunteer for the coal mining industry.	1943-1944	 				Open Document, Open Description	Open Immediately			C2014130
>>>>>> 	LAB 19/115	JV/1042/1943			Inter-departmental Committee on hours of employment of young persons: correspondence.	1943-1944	 				Open Document, Open Description	Open Immediately			C2014131
>>>>>> 	LAB 19/116	JV/1042/3/1943. Pt.1.			Inter-departmental Committee on hours of employment of young persons: minutes of meetings and committee papers 1-20.	1943-1944	 				Open Document, Open Description	Open Immediately			C2014132
>>>>>> 	LAB 19/117	JV/1145/1943			Sub-committee of the Inter departmental committee on hours of employment of young persons.	1943-1944	 				Open Document, Open Description	Open Immediately			C2014133
>>>>>> 	LAB 19/118	JV/119/1953. Pt.1.			Building apprenticeship and training council: constitution and terms of reference.	1943-1945	 				Open Document, Open Description	Open Immediately			C2014134
>>>>>> 	LAB 19/119	JV/143/2/1943			Stretford financial assistance for cost setting up a psychological laboratory.	1943-1945	 				Open Document, Open Description	Open Immediately			C2014135
>>>>>> 	LAB 19/120	JV/583/1843			National Union of Railwaymen: enquiry regarding employment of wagon-makers' boys.	1943-1948	 				Open Document, Open Description	Open Immediately			C2014136
>>>>>> 	LAB 19/121	JV/106/59/1954			Recruitment and training of young persons for the iron and steel industry.	1943-1949	 				Open Document, Open Description	Open Immediately			C2014137
>>>>>> 	LAB 19/122	JV/494/1947			Resumption of juvenile advisory work.	1943-1952	 				Open Document, Open Description	Open Immediately			C2014138
>>>>>> 	LAB 19/123	JV/501/1948			Dudley Local Education Authority: general administration under Section 81 of the Unemployment Insurance Act 1935.	1922-1949	 				Open Document, Open Description	Open Immediately			C2014139
>>>>>> 	LAB 19/124	JV/291/1950			Responsibilities of Local Education Authorities exercising powers over children from neighbouring or fringe areas. Solicitor's opinion regarding interpretation of Section 6(1) of the Education Act 1921.	1934-1950	 				Open Document, Open Description	Open Immediately			C2014140
>>>>>> 	LAB 19/125	JV/482/36/1947 Part 4			Tottenham Local Education Authority: general administration under Section 81 of the Unemployment Insurance Act 1935.	1936-1940	 				Open Document, Open Description	Open Immediately			C2014141
>>>>>> 	LAB 19/126	JV/571/1941 Part 4			Scarborough Local Education Authority: general administration under Section 81 of the Unemployment Insurance Act 1935.	1938-1949	 				Open Document, Open Description	Open Immediately			C2014142
>>>>>> 	LAB 19/127	JV/560/1947 Part 3			Newcastle-on-Tyne Local Education Authority: general administration under Section 81 of the Unemployment Insurance Act 1935.	1938-1949	 				Open Document, Open Description	Open Immediately			C2014143
>>>>>> 	LAB 19/128	JV/123/1947			Emergency procedure for Juvenile Advisory Committee's advisory work.	1939-1940	 				Open Document, Open Description	Open Immediately			C2014144
>>>>>> 	LAB 19/129	JV/271/1946			Educational reconstruction: effects of the draft Education Bill 1943, on legislation for which the Ministry of Labour is responsible.	1943	 				Open Document, Open Description	Open Immediately			C2014145
>>>>>> 	LAB 19/130	JV/237/1945			Local Education Authorities: choice of employment and administration of the Unemployment Insurance Act 1935, Section 81.	1944-1945	 				Open Document, Open Description	Open Immediately			C2014146
>>>>>> 	LAB 19/131	JV/911/1944			West Riding of Yorkshire: proposal for the exercise of choice of employment powers.	1944-1946	 				Open Document, Open Description	Open Immediately			C2014147
>>>>>> 	LAB 19/132	JV/732/1945			Position under the Education Act 1944, of Local Education Authorities' exercising choice of employment powers under Section 81 of the Unemployment Insurance Act 1935.	1944-1947	 				Open Document, Open Description	Open Immediately			C2014148
>>>>>> 	LAB 19/133	JV/203/2/1950 Part 1			Building Apprenticeship and Training Council: registration of apprentices in the building industry.	1944-1947	 				Open Document, Open Description	Open Immediately			C2014149
>>>>>> 	LAB 19/134	JV/387/1952			Youth Employment Service: co-operation with Probation Officers.	1944-1953	 				Open Document, Open Description	Open Immediately			C2014150
>>>>>> 	LAB 19/193	J.V.106/1948 Part I			Local Education Authorities Act 1935, Section B1: choice of employment and administration of unemployment insurance. Decisions given since 1927 on various points regarding payments of grants to L.E.As. and annual circular letter to them on preparation ofestimates	1927-1937	 				Open Document, Open Description	Open Immediately			C2014209
>>>>>> 	LAB 19/194	J.V.390/1945			Position of Local Education Authorities in relation to registration and placing of disabled boys and girls under the Disabled Persons Act 1944	1944-1945	 				Open Document, Open Description	Open Immediately			C2014210
>>>>>> 	LAB 19/195	J.V.202/6/1945			Committee on the Juvenile Employment Service: drafting of report	1945	 				Open Document, Open Description	Open Immediately			C2014211
>>>>>> 	LAB 19/196	J.V.202/9/1945			Committee on the Juvenile Employment Service: presentation of report to the Minister and action arising therefrom	1945	 				Open Document, Open Description	Open Immediately			C2014212
>>>>>> 	LAB 19/197	J.V.119/1953 Part II			Recruitment and training of young persons in building industry: Building Apprenticeship and Training Council - constitution and terms of reference. Administration of the scheme by National Joint Apprenticeship Board for the Building Industry.	1945	 				Open Document, Open Description	Open Immediately			C2014213
>>>>>> 	LAB 19/198	J.V.119/2/1953			Recruitment and training of young persons in building industry. Building Apprenticeship and Training Council; general matters.	1945	 				Open Document, Open Description	Open Immediately			C2014214
>>>>>> 	LAB 19/199	J.V.127/1946			Recruitment and training of juveniles for industry: first report of sub-committee of the Joint Consultative Committee on Industrial Organisation.	1945-1946	 				Open Document, Open Description	Open Immediately			C2014215
>>>>>> 	LAB 19/200	J.V.294/1950			Issue of Juveniles Memo No. 10 on industrial supervision and after-care.	1945-1946	 				Open Document, Open Description	Open Immediately			C2014216
>>>>>> 	LAB 19/201	J.V.106/62/1954 Part II			Recruitment and training of juveniles for industry: motor vehicle retail and repairing trade.	1945-1947	 				Open Document, Open Description	Open Immediately			C2014217
>>>>>> 	LAB 19/202	J.V.206/1954			International Labour Office Convention (6) concerning the night work of young persons employed in industries 1919; Convention (77) concerning medical examination for fitness for employment in industry of young persons 1946; proposed Youth Charter.	1945-1947	 				Open Document, Open Description	Open Immediately			C2014218
>>>>>> 	LAB 19/203	J.V.390/3/1945			Disabled Persons Act 1944: placing in employment of disabled juveniles and entry in the Register of Disabled Persons. Reports on them leaving ordinary and special schools; issue of M.L. Circulars 6/128.	1945-1948	 				Open Document, Open Description	Open Immediately			C2014219
>>>>>> 	LAB 19/204	J.V.106/50/1954 Part I			Recruitment and training of young persons for industry: heating, ventilating and domestic engineering, National Joint Industrial Council.	1945-1952	 				Open Document, Open Description	Open Immediately			C2014220
>>>>>> 	LAB 19/205	J.V.308/1945			Youth Employment Service: arrangements concerning the transfer of local administration of the Service from the Ministry to the Local Education Authorities (including correspondence with Dorset Local Education Authority). Memorandum to Regional Controllers on the exercise by Local Authorities of their powers to provide a Youth Employment Service.	1945-1953	 				Open Document, Open Description	Open Immediately			C2014221
>>>>>> 	LAB 19/206	J.V.390/2/1945			Disabled Persons Act 1944: Disablement Advisory Committees and Panels; question of inclusion of members of Juvenile Employment Committees; draft circular No.139	1945-1954	 				Open Document, Open Description	Open Immediately			C2014222
>>>>>> 	LAB 19/207	J.V.106/139/1954			Recruitment and training of young persons for industry: electrical contracting industry (Scotland).	1945-1956	 				Open Document, Open Description	Open Immediately			C2014223
>>>>>> 	LAB 19/208	J.V.452/1954			Recruitment and training of young persons for industry: General Post Office	1945-1956	 				Open Document, Open Description	Open Immediately			C2014224
>>>>>> 	LAB 19/209	J.V.113/1955			Effect of call-up to H.M. Forces on boys leaving school at 17 years: difficulty of placing in employment and questions of deferment on account of apprenticeship training on attendance at University.	1945-1957	 				Open Document, Open Description	Open Immediately			C2014225
>>>>>> 	LAB 19/210	J.V.123/2/1946			Juvenile Employment Service Report: formation and constitution of the National Advisory Council on Juvenile Employment.	1945-1958	 				Open Document, Open Description	Open Immediately			C2014226
>>>>>> 	LAB 19/211	J.V.106/104/1954			Recruitment and training of young persons for industry: scientific instrument manufacture.	1945-1959	 				Open Document, Open Description	Open Immediately			C2014227
>>>>>> 	LAB 19/212	J.V.317/1953			Cirencester and District Youth Employment Committee: formation, constitution and chairmanship.	1945-1961	 				Open Document, Open Description	Open Immediately			C2014228
>>>>>> 	LAB 19/213	J.V.347/1956			Youth Employment Service: Family Allowance Act 1945 and Family Allowance Bill 1956; effect on apprentices.	1946-1961	 				Open Document, Open Description	Open Immediately			C2014229
>>>>>> 	LAB 19/214	JV 494/1946			International Labour Office Report on recommendation No.71 concerning employment organisation in the transition from war to peace: Items which Juveniles Branch is directly concerned with	1946	 				Open Document, Open Description	Open Immediately			C2014230
>>>>>> 	LAB 19/215	JV 487/1946			Legislation arising out of the Ince Committee Report on the Juvenile Employment Service.	1946-1947	 				Open Document, Open Description	Open Immediately			C2014231
>>>>>> 	LAB 19/216	JV 395/1955			Re-drafting of model proposal for exercise of powers by Local Education Authorities to provide a Youth Employment Service: issue of Central Youth Employment Executive Memoranda Nos.6 and 8 and circular No.1 Solicitors Opinion.	1946-1948	 				Open Document, Open Description	Open Immediately			C2014232
>>>>>> 	LAB 19/217	JV 106/2/1954 Part 1			Recruitment and training of young persons for industry: agriculture.	1946-1949	 				Open Document, Open Description	Open Immediately			C2014233
>>>>>> 	LAB 19/218	JV 359/2/1954			Recruitment and training of young persons for industry: Colonial Office; training of youths from Gibraltar, Malta and Cyprus as engineering apprentices.	1946-1949	 				Open Document, Open Description	Open Immediately			C2014234
>>>>>> 	LAB 19/219	JV 601/1946			National Juvenile Employment Council: membership	1946-1950	 				Open Document, Open Description	Open Immediately			C2014235
>>>>>> 	LAB 19/220	JV 294/3/1950			Industrial Supervision: survey of the response to invitations, open evenings, and methods adopted to develop its work; Memo. No.2	1946-1950	 				Open Document, Open Description	Open Immediately			C2014236
>>>>>> 	LAB 19/221	JV 364/1954 Part 1			National Institute of Houseworkers. Cooperation with the Youth Employment Service: general correspondence and minutes of meetings.	1946-1950	 				Open Document, Open Description	Open Immediately			C2014237
>>>>>> 	LAB 19/222	JV 113/2/1955			Effect of call-up to H M Forces on boys leaving school at 17: questions regarding early registration and call-up under the National Service Acts.	1946-1954	 				Open Document, Open Description	Open Immediately			C2014238
>>>>>> 	LAB 19/223	JV 535/1955			County Borough of Croydon: examination of the work of the Youth Employment Service.	1946-1954	 				Open Document, Open Description	Open Immediately			C2014239
>>>>>> 	LAB 19/224	JV106/86/1954			Recruitment and training of young persons for industry: Radio and Television.	1946-1955	 				Open Document, Open Description	Open Immediately			C2014240
>>>>>> 	LAB 19/225	JV106/102/1954 PART II.			Recruitment and training of young persons for industry: Shipbuilding.	1946-1957	 				Open Document, Open Description	Open Immediately			C2014241
>>>>>> 	LAB 19/226	JV137/1946.			Local Education Authorities: choice of employment and administration of Unemployment Insurance forms No.115 (estimates of expenditure) and No.507 (claim for grants).	1946-1958	 				Open Document, Open Description	Open Immediately			C2014242
>>>>>> 	LAB 19/227	JV154/1951.			National Institute of Industrial Psychology: Proposals for the development of Vocational Guidance Schemes; Youth Employment Committees. Indexed.	1946-1958	 				Open Document, Open Description	Open Immediately			C2014243
>>>>>> 	LAB 19/228	JV106/1954.			Recruitment and training of young persons for industry: policy and general correspondence.	1946-1959	 				Open Document, Open Description	Open Immediately			C2014244
>>>>>> 	LAB 19/229	JV 359/1954.			Recruitment and training of young people from abroad. Council of Europe, article relating to access for education and instruction by nationals of one country dwelling in the territory of another. General correspondence.	1946-1960	 				Open Document, Open Description	Open Immediately			C2014245
>>>>>> 	LAB 19/230	JV199/1954.			Recruitment and training of young persons for industry: Marks and Spencer Ltd.	1946-1963	 				Open Document, Open Description	Open Immediately			C2014246
>>>>>> 	LAB 19/231	JV487/2/1946.			Preparation of draft Employment and Training Bill - notes on clauses and amendments.	1947-1948	 				Open Document, Open Description	Open Immediately			C2014247
>>>>>> 	LAB 19/232	JV334/1949			Ministry of Education, short courses co-operation between Ministry of Education and the Youth Employment Service.	1947-1952	 				Open Document, Open Description	Open Immediately			C2014248
>>>>>> 	LAB 19/233	JV414/1947			A scheme of cash allowances for juvenile entrants to coal-mining aged 16 and 17 years who take up employment away from their home district. CYEE Circular 4/1.	1947-1955	 				Open Document, Open Description	Open Immediately			C2014249
>>>>>> 	LAB 19/234	ETJ1501/6/1935			Juvenile Officers' Conference, 25th October, 1935: the criteria for the establishment and termination of junior instruction centres and classes reports by Messrs Wear and Metcalfe on problems of attendance at the London conferences.	1935 - 1937	 				Open Document, Open Description	Open Immediately			C2014250
>>>>>> 	LAB 19/235	ETJ125/1936			National Advisory Council for Juvenile Employment: agenda for 20th meeting, 22 July, 1936.	1936	 				Open Document, Open Description	Open Immediately			C2014251
>>>>>> 	LAB 19/236	FOLDER			Committee on the Recruitment and Training of Juveniles for Industry ; Committee paper reports, nos, 1-15.	1936 - 1944	 				Open Document, Open Description	Open Immediately			C2014252
